"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2018-BFN-0006220","Retail Marijuana Inf Prod Mfg","PAPILLONS LLC","PAPILLONS","License Issued - Active","5/17/2020 12:00:00 AM","963","N","Federal","BLVD","120","Denver",""
"2015-BFN-0006731","Retail Marijuana Store","RME GROUP LLC","AFFINITY","License Issued - Active","1/8/2020 12:00:00 AM","7739","E","COLFAX","AVE","","DENVER","80220"
"2014-BFN-0005518","Med Marijuana Opt Prem Cultiv","GUARANTEED GREEN LTD","OLIO","License Issued - Active","12/31/2019 12:00:00 AM","4800","N","OAKLAND","ST","3","DENVER","80239"
"2015-BFN-0003390","Retail Marij Opt. Prem. Cultiv","CALISTOS GARDEN LLC","","License Issued - Active","6/20/2020 12:00:00 AM","2257","S","KALAMATH","ST","","DENVER","80223"
"2013-BFN-1069649","Retail Marij Opt. Prem. Cultiv","MJM HOLDINGS LIMITED","STICKY FINGERZ","License Issued - Active","3/3/2020 12:00:00 AM","3954","N","WILLIAMS","ST","","DENVER","80205"
"2010-BFN-1045863","Medical Marijuana Center","D&D CONSULTING INC.","SOUTHWEST ALTERNATIVE CARE FOX ST","License Issued - Active","9/10/2019 12:00:00 AM","1075","S","FOX","ST","","DENVER","80223"
"2010-BFN-1045781","Medical Marijuana Center","SWEETWATER PARTNERS, LLC","GOOD CHEMISTRY","License Issued - Active","6/7/2020 12:00:00 AM","330","E","COLFAX","AVE","","DENVER","80203"
"2012-BFN-1060520","Med Marijuana Opt Prem Cultiv","COLORADO WELLNESS CENTERS, LLC","LUSH","License Issued - Active","7/3/2020 12:00:00 AM","2490","W","2ND","AVE","","DENVER","80223"
"2012-BFN-1060656","Med Marijuana Opt Prem Cultiv","GAS AND GRASS LLC","ROLLUP","License Issued - Active","11/7/2019 12:00:00 AM","505","N","BRYANT","ST","","DENVER","80204"
"2012-BFN-1060976","Med Marijuana Opt Prem Cultiv","BK HOLDINGS, LLC","","License Issued - Active","7/1/2020 12:00:00 AM","12005","E","37TH","AVE","","DENVER","80239"
"2012-BFN-1060774","Med Marijuana Opt Prem Cultiv","A CUT OFF THE TOP MEDICAL MARIJUANA LLC","","License Issued - Active","10/25/2019 12:00:00 AM","2059","W","9TH","AVE","","DENVER","80204"
"2013-BFN-1068897","Retail Marij Opt. Prem. Cultiv","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","License Issued - Active","1/9/2020 12:00:00 AM","211","N","WYANDOT","ST","","DENVER","80223"
"2015-BFN-0008239","Med Marijuana Inf Prod Manuf","R.D. INDUSTRIES, LLC","","License Issued - Active","10/31/2019 12:00:00 AM","10555","E","45TH","AVE","","DENVER","80239"
"2016-BFN-0008000","Retail Marij Opt. Prem. Cultiv","NEW AMSTERDAM ORGANICS, LTD","NEW AMSTERDAM ORGANICS","License Issued - Active","8/16/2019 12:00:00 AM","150","N","RIO GRANDE","BLVD","","DENVER","80223"
"2014-BFN-0004211","Retail Marijuana Store","RJJ HIGHLANDS, LLC","NATIVE ROOTS HIGHLANDS","License Issued - Active","2/12/2020 12:00:00 AM","2209","W","32ND","AVE","","DENVER","80211"
"2015-BFN-0001752","Retail Marijuana Store","SOUTHWEST ALTERNATIVE CARE LLC","","License Issued - Active","11/25/2019 12:00:00 AM","3937","W","COLFAX","AVE","","DENVER","80204"
"2012-BFN-1062009","Med Marijuana Opt Prem Cultiv","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","License Issued - Active","9/25/2019 12:00:00 AM","231","N","WYANDOT","ST","","DENVER","80223"
"2012-BFN-1061541","Med Marijuana Opt Prem Cultiv","GMC, LLC","GREEN MAN CANNABIS","License Issued - Active","11/18/2019 12:00:00 AM","2191","S","PLATTE RIVER","DR","","DENVER","80223"
"2012-BFN-1061565","Med Marijuana Opt Prem Cultiv","LYONS FINEST CONFIDENTIAL CARE, LLC","","License Issued - Active","4/19/2020 12:00:00 AM","1441","W","46TH","AVE","6","DENVER","80211"
"2012-BFN-1060811","Med Marijuana Opt Prem Cultiv","MJM HOLDINGS LIMITED","STICKY FINGERZ","License Issued - Active","2/10/2020 12:00:00 AM","3954","N","WILLIAMS","ST","","DENVER","80205"
"2013-BFN-1069396","Retail Marijuana Store","DISCOUNT MEDICAL MARIJUANA LLC","HIGH LEVEL HEALTH","License Issued - Active","1/21/2020 12:00:00 AM","970","N","LINCOLN","ST","","DENVER","80203"
"2013-BFN-1069253","Retail Marijuana Store","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","License Issued - Active","1/1/2020 12:00:00 AM","1617","","WAZEE","ST","B","DENVER","80202"
"2013-BFN-1069038","Retail Marijuana Store","CJJ SERVICES, LLC","SACRED SEED","License Issued - Active","1/9/2020 12:00:00 AM","5885","E","EVANS","AVE","","DENVER","80222"
"2015-BFN-0003495","Med Marijuana Opt Prem Cultiv","HIGHLINE ANALYTICAL INDUSTRIES, LLC","HONEYBEAR LABS","License Issued - Active","11/3/2019 12:00:00 AM","1285","S","BANNOCK","ST","","DENVER","80223"
"2015-BFN-0001410","Medical Marijuana Center","GREEN GARDENS LLC","GREEN FIELDS","License Issued - Active","4/6/2020 12:00:00 AM","4800","N","BRIGHTON","BLVD","102","DENVER","80216"
"2010-BFN-1045840","Medical Marijuana Center","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","License Issued - Active","9/10/2019 12:00:00 AM","2042","","ARAPAHOE","ST","","DENVER","80205"
"2010-BFN-1045805","Medical Marijuana Center","JGB VENTURES, LLC","DANK","License Issued - Active","5/22/2020 12:00:00 AM","3835","N","ELM","ST","C","DENVER","80207"
"2012-BFN-1060752","Med Marijuana Opt Prem Cultiv","CJJ SERVICES, LLC","SACRED SEED","License Issued - Active","10/18/2019 12:00:00 AM","5885","E","EVANS","AVE","","DENVER","80222"
"2013-BFN-1066098","Medical Marijuana Center","CG INDUSTRY, LLC","CROSS GENETICS","License Issued - Active","9/29/2019 12:00:00 AM","2440","W","EVANS","AVE","","DENVER","80219"
"2013-BFN-1069216","Retail Marij Opt. Prem. Cultiv","THE CUT OFF THE TOP MEDICAL MARIJUANA, LLC","","License Issued - Active","11/26/2019 12:00:00 AM","2059","W","9TH","AVE","","DENVER","80204"
"2013-BFN-1068489","Med Marijuana Inf Prod Manuf","LEFT BANK, LLC","DIXIE ELIXIRS, LLC","License Issued - Active","10/15/2019 12:00:00 AM","4990","N","OAKLAND","ST","","DENVER","80239"
"2013-BFN-1069427","Retail Marij Opt. Prem. Cultiv","GREENWERKZ, LLC","","License Issued - Active","3/13/2020 12:00:00 AM","830","N","WYANDOT","ST","","DENVER","80204"
"2015-BFN-0008475","Medical Marijuana Center","TESLA LLC","","License Issued - Active","4/4/2020 12:00:00 AM","4155","N","Grape","St","","Denver","80216"
"2016-BFN-0003367","Retail Marijuana Store","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","License Issued - Active","2/3/2020 12:00:00 AM","755","S","JASON","ST","100","DENVER","80223"
"2017-BFN-0000772","Retail Marijuana Inf Prod Mfg","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","License Issued - Active","6/9/2020 12:00:00 AM","866","N","Navajo","ST","","Denver","80204"
"2017-BFN-0008656","Retail Marijuana Inf Prod Mfg","CL PROCESSES LLC","CANNABISTRY LABS","License Issued - Active","12/29/2019 12:00:00 AM","3770","N","Joliet","St","","Denver","80239"
"2015-BFN-0001686","Retail Marijuana Inf Prod Mfg","KEENS GREENS EDIBLES, LLC","","License Issued - Active","5/21/2020 12:00:00 AM","1015","W","EVANS","AVE","EA","DENVER","80223"
"2014-BFN-1073779","Retail Marij Opt. Prem. Cultiv","SMOKED DENVER, LLC","MIGHTY TREE","License Issued - Active","9/3/2019 12:00:00 AM","1994","S","CHEROKEE","ST","","DENVER","80223"
"2013-BFN-1068491","Med Marijuana Inf Prod Manuf","COLORADO MANAGEMENT HOLDINGS, INC","CMH","License Issued - Active","5/29/2020 12:00:00 AM","5051","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1068998","Retail Marij Opt. Prem. Cultiv","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","License Issued - Active","9/4/2019 12:00:00 AM","1885","W","DARTMOUTH","AVE","6 & 8","DENVER","80110"
"2014-BFN-1072596","Med Marijuana Inf Prod Manuf","BELLFLOWER, LLC","","License Issued - Active","3/20/2020 12:00:00 AM","1001","W","CENTER","AVE","","DENVER",""
"2018-BFN-0008741","Retail Marijuana Inf Prod Mfg","JVT ENTERPRISES INC","SPACE LAB","License Issued - Active","1/31/2020 12:00:00 AM","1075","S","Jason","St","","Denver",""
"2010-BFN-1045779","Medical Marijuana Center","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE","License Issued - Active","9/10/2019 12:00:00 AM","2645","S","Santa Fe","DR","D&E","Denver","80223"
"2012-BFN-1060621","Med Marijuana Opt Prem Cultiv","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","License Issued - Active","9/7/2019 12:00:00 AM","1617","","WAZEE","ST","B","DENVER","80202"
"2012-BFN-1061697","Med Marijuana Opt Prem Cultiv","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","9/16/2019 12:00:00 AM","4237","N","JOSEPHINE","ST","102 & 103","DENVER","80216"
"2010-BFN-1045920","Medical Marijuana Center","3B-UMATILLA, LLC","BUDDY BOY","License Issued - Active","9/10/2019 12:00:00 AM","777","N","UMATILLA","ST","","DENVER","80204"
"2010-BFN-1048423","Medical Marijuana Center","PHILOSOPHIZE, LLC","HIGH ROLLERS","License Issued - Active","10/15/2019 12:00:00 AM","1445","S","PEARL","ST","","DENVER","80210"
"2012-BFN-1060729","Med Marijuana Opt Prem Cultiv","HOLLY MEDICINAL SERVICES, LLC","THE CLINIC ON COLORADO","License Issued - Active","10/1/2019 12:00:00 AM","2675","S","SANTA FE DR UNITS 6D, 6E, 6F, 6G, 6H","","","DENVER","80223"
"2012-BFN-1060571","Med Marijuana Opt Prem Cultiv","GOLDEN MEDS, INC","GM ENTERPRISE, INC.","License Issued - Active","12/30/2019 12:00:00 AM","5077","N","COLORADO","BLVD","","DENVER","80216"
"2012-BFN-1060778","Med Marijuana Opt Prem Cultiv","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","License Issued - Active","10/2/2019 12:00:00 AM","2335","S","PLATTE RIVER","DR","","DENVER","80223"
"2012-BFN-1061598","Med Marijuana Opt Prem Cultiv","KAZIMER, LLC","","License Issued - Active","9/29/2019 12:00:00 AM","1233","W","ALAMEDA","AVE","","DENVER","80223"
"2013-BFN-1069262","Retail Marijuana Store","WALKING RAVEN II, LLC","WALKING RAVEN","License Issued - Active","1/16/2020 12:00:00 AM","2001","S","BROADWAY","","","DENVER","80210"
"2016-BFN-0004379","Retail Marijuana Inf Prod Mfg","GUARANTEED GREEN LTD","OLIO","License Issued - Active","9/14/2019 12:00:00 AM","4800","N","OAKLAND","ST","3","DENVER","80239"
"2016-BFN-0000476","Retail Marij Opt. Prem. Cultiv","VERTICAL INVESTMENT GROUP, LLC","","License Issued - Active","4/25/2020 12:00:00 AM","5200","E","SMITH","RD","100","DENVER","80216"
"2015-BFN-0008353","Medical Marijuana Center","RIA HOLDINGS LIMITED","LAUGHING GRASS","License Issued - Active","11/29/2019 12:00:00 AM","1110","W","VIRGINIA","AVE","1","DENVER","80223"
"2017-BFN-0007085","Marijuana Transporter","LSC COLORADO INC","LOW SPARK INC","License Issued - Active","12/13/2019 12:00:00 AM","153","N","VALLEJO","ST","101","DENVER","80223"
"2010-BFN-1045926","Medical Marijuana Center","COMPASSIONATE CARE GIVERS, INC.","ROCKY MOUNTAIN HIGH","License Issued - Active","9/11/2019 12:00:00 AM","1538","","WAZEE","ST","100","DENVER","80202"
"2012-BFN-1060649","Med Marijuana Opt Prem Cultiv","NATURES CURE III","THE COLFAX POT SHOP","License Issued - Active","4/1/2020 12:00:00 AM","1342","W","CEDAR","AVE","","DENVER","80223"
"2013-BFN-1069249","Retail Marijuana Store","STONE T.M.C. LLC","THE STONE DISPENSARY","License Issued - Active","12/4/2019 12:00:00 AM","4820","","MORRISON","RD","","DENVER","80219"
"2013-BFN-1068845","Retail Marij Opt. Prem. Cultiv","GT VENTURES I, LLC","PANDO","License Issued - Active","1/1/2020 12:00:00 AM","777","N","Canosa","CT","102 & 104","Denver","80204"
"2014-BFN-1071510","Retail Marijuana Store","L'EAGLE SERVICES LLC","L'EAGLE","License Issued - Active","5/13/2020 12:00:00 AM","380","N","Quivas","ST","","Denver","80223"
"2010-BFN-1045904","Medical Marijuana Center","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPENSARY","License Issued - Active","12/19/2019 12:00:00 AM","2119","","LARIMER","ST","1","DENVER","80205"
"2012-BFN-1061606","Med Marijuana Opt Prem Cultiv","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS & WELLNESS DTC","License Issued - Active","10/8/2019 12:00:00 AM","1930","E","40TH","AVE","","DENVER","80205"
"2012-BFN-1060535","Med Marijuana Opt Prem Cultiv","BUD BUM, LLC","BUD BUM","License Issued - Active","9/24/2019 12:00:00 AM","1325","S","INCA","ST","A","DENVER","80223"
"2015-BFN-0008361","Medical Marijuana Center","IHN HOLDINGS, LLC","5280 WEEDERY LLC","License Issued - Active","5/24/2020 12:00:00 AM","3895","E","45th","AVE","","Denver","80216"
"2015-BFN-0005338","Medical Marijuana Center","MMRD, LLC","","License Issued - Active","3/15/2020 12:00:00 AM","1250","N","Grant","ST","","Denver","80203"
"2012-BFN-1061023","Med Marijuana Inf Prod Manuf","CLEARVIEW INDUSTRIES LLC","","License Issued - Active","6/7/2020 12:00:00 AM","2145","W","EVANS","AVE","","DENVER","80223"
"2014-BFN-1071511","Retail Marij Opt. Prem. Cultiv","L'EAGLE SERVICES, LLC","L'EAGLE","License Issued - Active","4/18/2020 12:00:00 AM","380","N","QUIVAS","ST","","DENVER","80223"
"2014-BFN-1074182","Retail Marijuana Store","SERENITY MOON WELLNESS CENTER, LLC","FROSTED LEAF","License Issued - Active","9/10/2019 12:00:00 AM","6302","E","COLFAX","AVE","","DENVER","80220"
"2013-BFN-1066099","Med Marijuana Inf Prod Manuf","HEALTHY CREATION EDIBLES, LLC","","License Issued - Active","8/25/2019 12:00:00 AM","1822","S","Bannock","","","Denver","80223"
"2015-BFN-0003803","Retail Marijuana Store","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE","License Issued - Active","8/19/2019 12:00:00 AM","2645","S","Santa Fe","","D & E","Denver",""
"2015-BFN-0003664","Retail Marij Opt. Prem. Cultiv","IHN HOLDINGS LLC","5280 WEEDERY LLC","License Issued - Active","10/26/2019 12:00:00 AM","3895","E","45TH","AVE","","DENVER","80216"
"2015-BFN-0008256","Med Marijuana Opt Prem Cultiv","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","6/10/2020 12:00:00 AM","4571","N","IVY","ST","","DENVER","80216"
"2017-BFN-0005193","Retail Marijuana Store","RJJ TOWER, LLC","NATIVE ROOTS DENVER AIRPROT","License Issued - Active","1/17/2020 12:00:00 AM","7050","N","TOWER","RD","","DENVER","80249"
"2016-BFN-0006927","Retail Marij Opt. Prem. Cultiv","GREEN CROSS LLC","GREEN CROSS OF CHERRY CREEK","License Issued - Active","1/31/2020 12:00:00 AM","5225","N","MONROE","ST","","DENVER","80216"
"2018-BFN-0001503","Retail Marij Opt. Prem. Cultiv","THE TEA POT LLC","","License Issued - Active","10/30/2019 12:00:00 AM","2121","E","44th","Ave","","Denver","80216"
"2014-BFN-0004808","Med Marijuana Inf Prod Manuf","PNW, LLC","","License Issued - Active","11/15/2019 12:00:00 AM","701","W","MISSISSIPPI","AVE","","DENVER","80223"
"2010-BFN-1045638","Medical Marijuana Center","GREENER PASTURE COMPASSION CENTER, LLC","VERDE NATURAL","License Issued - Active","11/16/2019 12:00:00 AM","5101","E","COLFAX","AVE","","DENVER","80220"
"2010-BFN-1046698","Medical Marijuana Center","5110 SANCTUARY LLC","EVERBLOOM","License Issued - Active","9/11/2019 12:00:00 AM","5110","N","RACE","ST","","DENVER","80216"
"2012-BFN-1060972","Med Marijuana Opt Prem Cultiv","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","License Issued - Active","9/16/2019 12:00:00 AM","4242","N","ELIZABETH","ST","1","DENVER","80216"
"2012-BFN-1061087","Med Marijuana Inf Prod Manuf","INFUZIONZ, LLC","NECTAR BEE","License Issued - Active","1/28/2020 12:00:00 AM","4410","N","WASHINGTON","ST","","DENVER","80216"
"2013-BFN-1069621","Retail Marijuana Inf Prod Mfg","CLEARVIEW INDUSTRIES, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","2145","W","EVANS","AVE","","DENVER","80223"
"2017-BFN-0005438","Retail Marijuana Store","LBW CONSULTING GROUP LLC","","License Issued - Active","11/20/2019 12:00:00 AM","5070","N","Oakland","ST","","Denver","80239"
"2018-BFN-0001222","Med Marijuana Inf Prod Manuf","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","10/2/2019 12:00:00 AM","4571","N","Ivy","","","Denver","80216"
"2015-BFN-0008208","Retail Marij Opt. Prem. Cultiv","HERBAL ALTERNATIVES, LLC","","License Issued - Active","2/17/2020 12:00:00 AM","4755","N","LIPAN","ST","","DENVER","80211"
"2017-BFN-0008660","Retail Marij Opt. Prem. Cultiv","GLAS LLC","GLAS","License Issued - Active","3/2/2020 12:00:00 AM","10665","E","51st","Ave","","Denver","80239"
"2014-BFN-0005517","Med Marijuana Inf Prod Manuf","GUARANTEED GREEN LTD","OLIO","License Issued - Active","12/4/2019 12:00:00 AM","4800","N","OAKLAND","ST","3","DENVER","80239"
"2010-BFN-1045806","Medical Marijuana Center","TWOG-FEDERAL, LLC","BUDDY BOY","License Issued - Active","9/10/2019 12:00:00 AM","2426","S","FEDERAL","BLVD","","DENVER","80219"
"2012-BFN-1060650","Med Marijuana Opt Prem Cultiv","SISSCO, LLC","TRENCHTOWN","License Issued - Active","9/27/2019 12:00:00 AM","1619","W","12TH","AVE","","DENVER","80204"
"2012-BFN-1061683","Med Marijuana Opt Prem Cultiv","P&C EXPRESS LLC","ROCKY MOUNTAIN HIGH DISPENSARY","License Issued - Active","9/16/2019 12:00:00 AM","6666","E","STAPLETON","DR","","DENVER","80216"
"2013-BFN-1068852","Retail Marijuana Store","4095 SHELTER, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","4095","N","JACKSON","ST","","DENVER","80216"
"2014-BFN-1073721","Retail Marij Opt. Prem. Cultiv","GAS AND GRASS LLC","ROLLUP","License Issued - Active","9/23/2019 12:00:00 AM","505","N","BRYANT","ST","","DENVER","80204"
"2010-BFN-1048555","Medical Marijuana Center","MILE HIGH DISPENSARY, LLC","MILE HIGH DISPENSARY","License Issued - Active","9/11/2019 12:00:00 AM","1350","S","SHERIDAN","BLVD","1 and 2","DENVER","80232"
"2010-BFN-1045803","Medical Marijuana Center","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","License Issued - Active","1/26/2020 12:00:00 AM","800","","PARK AVE WEST","","","DENVER","80205"
"2013-BFN-1068870","Retail Marij Opt. Prem. Cultiv","L3ASTOCKCOMPLEX LLC","EUFLORA","License Issued - Active","1/1/2020 12:00:00 AM","4305","N","BRIGHTON","BLVD","","DENVER","80216"
"2014-BFN-1074485","Med Marijuana Opt Prem Cultiv","SOLACE MEDS LLC","","License Issued - Active","8/12/2019 12:00:00 AM","1015","W","EVANS","AVE","C","DENVER","80223"
"2017-BFN-0006965","Marijuana Transporter","LSC COLORADO, INC","LOW SPARK INC","License Issued - Active","12/13/2019 12:00:00 AM","153","N","VALLEJO","ST","101","DENVER","80223"
"2016-BFN-0003947","Retail Marij Opt. Prem. Cultiv","JVT ENTERPRISES, INC.","COLORADO CANNABIS CONNECTION","License Issued - Active","5/5/2020 12:00:00 AM","1075","S","JASON","ST","","DENVER",""
"2015-BFN-0000240","Retail Marij Opt. Prem. Cultiv","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","3/31/2020 12:00:00 AM","12005","E","37TH","AVE","","DENVER","80239"
"2010-BFN-1047659","Medical Marijuana Center","MEDICINAL WELLNESS CENTER, LLC","OASIS CANNABIS SUPER STORE","License Issued - Active","2/6/2020 12:00:00 AM","6359","E","EVANS","AVE","","DENVER","80222"
"2012-BFN-1060953","Med Marijuana Opt Prem Cultiv","URBAN CANNABIS II, LLC","HEALING HOUSE","License Issued - Active","11/8/2019 12:00:00 AM","1100","N","YUMA","CT","","DENVER","80204"
"2013-BFN-1068939","Retail Marijuana Inf Prod Mfg","INFUZIONZ, LLC","NECTAR BEE","License Issued - Active","1/1/2020 12:00:00 AM","4410","N","WASHINGTON","ST","","DENVER","80216"
"2014-BFN-1071539","Retail Marijuana Inf Prod Mfg","CC BRANDS, LLC","CHEEBA CHEWS","License Issued - Active","5/28/2020 12:00:00 AM","4945","N","PEARL","ST","","DENVER","80216"
"2014-BFN-1070936","Retail Marijuana Store","FOX STREET WELLNESS LLC","FOX CANNABIS","License Issued - Active","4/18/2020 12:00:00 AM","4773","N","FOX","ST","","DENVER","80216"
"2013-BFN-1069722","Retail Marij Opt. Prem. Cultiv","4900 JACKSON, LLC","SUNDANCE GARDENS","License Issued - Active","1/21/2020 12:00:00 AM","4900","N","JACKSON","ST","","DENVER","80216"
"2014-BFN-0002264","Retail Marij Opt. Prem. Cultiv","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPENSARY","License Issued - Active","11/4/2019 12:00:00 AM","4228","N","YORK","ST","102103 105","DENVER","80216"
"2015-BFN-0003717","Med Marijuana Opt Prem Cultiv","LAB 710, LLC","LAB 710","License Issued - Active","3/21/2020 12:00:00 AM","1346","W","CEDAR","ST","","DENVER","80223"
"2015-BFN-0008394","Med Marijuana Inf Prod Manuf","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","12/4/2019 12:00:00 AM","12001","E","37TH","AVE","","DENVER","80239"
